loan_amnt,term,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,policy_code,tot_coll_amt,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,year_issued,default_status
20000, 36 months,C4,US Air Force,10+ years,RENT,38556.0,Not Verified,Dec-2007,debt_consolidation,Debt Consolidation Loan,871xx,NM,14.04,0.0,Jan-2003,3.0,8.0,0.0,21777,53.7,14.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
6000, 36 months,D1,Latin American Health Institute,4 years,RENT,37000.0,Not Verified,Dec-2007,other,Green,021xx,MA,4.54,0.0,May-2005,0.0,6.0,0.0,6232,60.5,8.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
5000, 36 months,E2,Cicero Solutions,< 1 year,MORTGAGE,100000.0,Not Verified,Aug-2007,credit_card,Refinance high rate credit card,852xx,AZ,6.2,0.0,Feb-2002,10.0,5.0,0.0,9501,64.6,6.0,f,,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
6000, 36 months,E5,national employment,1 year,MORTGAGE,22000.0,Not Verified,Aug-2007,debt_consolidation,0 Lates Debt Consolidation. Improve Scre,038xx,NH,20.0,0.0,Jun-2000,19.0,17.0,0.0,15782,36.2,17.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
12000, 36 months,E4,Ferndale Labs,4 years,MORTGAGE,81600.0,Not Verified,Dec-2007,debt_consolidation,consolidation,130xx,NY,19.49,0.0,Jul-2001,14.0,15.0,0.0,5191,48.1,31.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
1000, 36 months,F1,Coldwell Banker Gordon Co. Realtors,1 year,RENT,17280.0,Not Verified,Jul-2007,debt_consolidation,Credit Card Payoff,651xx,MO,20.0,0.0,Aug-2004,2.0,12.0,0.0,2484,35.4,22.0,f,,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,0
9000, 36 months,C3,Snelson Co. inc,< 1 year,RENT,80000.0,Not Verified,Dec-2007,credit_card,consolidate,110xx,NY,17.17,0.0,May-1997,0.0,7.0,0.0,7570,82.3,16.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
19950, 36 months,B5,Massachusetts Institute of Technology,10+ years,MORTGAGE,116000.0,Not Verified,Nov-2007,credit_card,Pay Credit Card Balance,018xx,MA,13.07,0.0,Jan-1979,0.0,7.0,0.0,33989,82.9,16.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
12125, 36 months,B1,Northwestern Mutual Life Insurance,10+ years,MORTGAGE,150000.0,Not Verified,Sep-2007,debt_consolidation,Get rid of these cards,115xx,NY,4.8,0.0,Feb-1971,0.0,10.0,0.0,61921,39.1,27.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
1000, 36 months,B4,RPS Dining Service,< 1 year,RENT,5000.0,Not Verified,Dec-2007,debt_consolidation,Paying off Debt,474xx,IN,18.0,0.0,Aug-2004,2.0,5.0,0.0,961,26.0,7.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
3000, 36 months,C1,Oracle,2 years,MORTGAGE,200000.0,Not Verified,Jul-2007,home_improvement,Roofdeck for my new NYC apartment,100xx,NY,0.0,1.0,Feb-1997,0.0,5.0,0.0,0,0.0,8.0,f,,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,0
10500, 36 months,D1,Mustang Enterprises,1 year,RENT,50000.0,Not Verified,Sep-2007,debt_consolidation,unsecured consolidation,712xx,LA,13.8,0.0,Sep-2003,5.0,16.0,0.0,18927,77.9,26.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
7500, 36 months,A4,Alliance Financial,1 year,MORTGAGE,150000.0,Not Verified,Aug-2007,home_improvement,FOXBORO,023xx,MA,2.72,0.0,May-1993,4.0,15.0,0.0,23678,24.4,60.0,f,,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,0
2100, 36 months,A1,,< 1 year,RENT,110000.0,Not Verified,Oct-2007,debt_consolidation,Debt consolidation,024xx,MA,0.22,0.0,May-1963,0.0,4.0,0.0,50,0.3,6.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
1400, 36 months,C3,"Stanford University Libraries, LOCKSS Project",< 1 year,RENT,40000.0,Not Verified,Jun-2007,other,Starting a new job in a new city,652xx,MO,8.61,,,,,,0,,,f,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,0
12000, 36 months,F4,VENSOFT LLC,2 years,RENT,80000.0,Not Verified,Oct-2007,educational,Financing for My Wife's Education,314xx,GA,4.61,0.0,Nov-2006,12.0,2.0,0.0,339,82.7,3.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
9175, 36 months,E5,"Management Consulting, Inc",< 1 year,MORTGAGE,36000.0,Not Verified,Oct-2007,house,Seeking Capital for Investment Property,207xx,MD,0.33,0.0,Oct-2006,8.0,7.0,0.0,136,1.1,7.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
8000, 36 months,E5,Westlake Reed Leskosky,< 1 year,RENT,52800.0,Not Verified,Dec-2007,debt_consolidation,Consolidating Debt at a Lower Rate,200xx,DC,18.52,0.0,Oct-1997,2.0,13.0,0.0,20383,67.9,27.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
19650, 36 months,G4,university of maryland,9 years,MORTGAGE,45000.0,Not Verified,Nov-2007,debt_consolidation,need to payoff credit cards,217xx,MD,25.63,0.0,Jun-2000,19.0,17.0,0.0,35460,86.7,61.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
10000, 36 months,A4,Cambium Learning,3 years,MORTGAGE,85000.0,Not Verified,Nov-2007,home_improvement,New Roof,024xx,MA,3.11,0.0,Feb-1993,0.0,6.0,0.0,37152,3.7,12.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
5000, 36 months,D4,Tax Wizards,10+ years,MORTGAGE,48000.0,Not Verified,Dec-2007,other,John ,080xx,NJ,27.6,1.0,Aug-1992,6.0,14.0,0.0,16513,30.9,36.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
3000, 36 months,E2,ranstad inhouse services,< 1 year,RENT,12000.0,Not Verified,Aug-2007,debt_consolidation,Clearing debt,321xx,FL,19.3,1.0,Jan-1992,4.0,12.0,0.0,2545,14.4,14.0,f,,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
5350, 36 months,D5,Clinton Shop Rite of Hunterdon County,1 year,OWN,4000.0,Not Verified,Jul-2007,car,I need to pay off my parents for my car.,088xx,NJ,15.0,0.0,Dec-2006,1.0,1.0,0.0,0,,1.0,f,,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,0
4000, 36 months,C4,Jefferosn Parish,6 years,MORTGAGE,33000.0,Not Verified,Nov-2007,debt_consolidation,Debt Pay-Off,700xx,LA,15.27,0.0,May-2000,4.0,7.0,0.0,3323,32.6,18.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
7000, 36 months,D2,Ikon Office Solutions,10+ years,MORTGAGE,43000.0,Not Verified,Nov-2007,debt_consolidation,consolidate debt,630xx,MO,11.58,0.0,Oct-1990,6.0,8.0,0.0,2778,99.2,33.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
10500, 36 months,G2,"VUTEC, CORP",4 years,RENT,68000.0,Not Verified,Jul-2007,credit_card,refi,333xx,FL,19.62,1.0,Dec-2001,3.0,7.0,0.0,1943,25.6,11.0,f,,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,0
20000, 36 months,D4,DOUBLETREE HOTEL,10+ years,OWN,60000.0,Not Verified,Dec-2007,small_business,Personal Line of Credit,145xx,NY,22.44,2.0,Aug-1994,5.0,3.0,0.0,23,1.3,15.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
8550, 36 months,G3,brokers int'l group.llc,1 year,RENT,60000.0,Not Verified,Oct-2007,small_business,business investment,331xx,FL,8.84,0.0,Sep-2005,4.0,6.0,0.0,5059,79.0,6.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
8575, 36 months,E4,kaleida health,2 years,MORTGAGE,55000.0,Not Verified,Dec-2007,house,Farmer 129,142xx,NY,12.87,0.0,Jan-1999,13.0,17.0,0.0,4776,27.9,19.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
7200, 36 months,E4,Caesars Indiana,7 years,MORTGAGE,53000.0,Not Verified,Dec-2007,major_purchase,Changing my life,471xx,IN,15.65,0.0,Apr-2002,20.0,10.0,0.0,11796,74.7,17.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,0
22350, 36 months,E3,Aufrichtig & Aufrichtig,1 year,OWN,135000.0,Not Verified,Dec-2007,home_improvement,home,100xx,NY,3.66,3.0,Feb-1992,2.0,8.0,0.0,10753,52.3,15.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,1
9000, 36 months,D3,AXA-Equitable,3 years,RENT,60000.0,Not Verified,Dec-2007,debt_consolidation,Consolidate Debt,070xx,NJ,4.64,2.0,Nov-2001,0.0,10.0,0.0,8355,34.4,12.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,1
2100, 36 months,D3,Aramark and Domino's,< 1 year,RENT,12500.0,Not Verified,Oct-2007,debt_consolidation,Consolidation Loan,287xx,NC,14.4,0.0,Sep-2003,1.0,3.0,0.0,458,91.6,3.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,1
10000, 36 months,B2,Foisi Broadcasting Network,< 1 year,MORTGAGE,275000.0,Not Verified,Nov-2007,home_improvement,"$10,000 Loan",117xx,NY,2.97,0.0,May-1994,2.0,4.0,0.0,481,80.2,17.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2007,1
20000, 36 months,E2,Anoka County and State of Minnesota,10+ years,MORTGAGE,83000.0,Verified,Apr-2008,debt_consolidation,lower monthly payments/interest,550xx,MN,25.4,0.0,Mar-1990,0.0,10.0,0.0,26938,75.9,17.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
5500, 36 months,C5,Trader Joes,5 years,RENT,34000.0,Not Verified,Jul-2008,credit_card,Good bye Plantinum card!!!,914xx,CA,20.56,0.0,Aug-2004,1.0,5.0,0.0,4029,24.0,6.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
19000, 36 months,C5,PricewaterhouseCoopers,2 years,RENT,105000.0,Not Verified,Mar-2008,debt_consolidation,Debt Consolidation,070xx,NJ,10.01,3.0,Oct-1993,1.0,19.0,0.0,19368,38.6,35.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
2050, 36 months,E2,,< 1 year,OWN,22500.0,Not Verified,Feb-2008,debt_consolidation,Pay Off Credit Cards and Personal Loans,935xx,CA,27.73,0.0,Mar-2000,1.0,3.0,0.0,1597,88.7,5.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
4475, 36 months,B1,nickerson realty,10+ years,RENT,63996.0,Not Verified,Jun-2008,home_improvement,electronics,191xx,PA,9.17,0.0,Jul-1992,8.0,7.0,0.0,4764,58.1,14.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
5000, 36 months,D5,nz tradeing/wsm,3 years,MORTGAGE,72000.0,Verified,Aug-2008,other,payy off the balance,770xx,TX,1.57,2.0,Jan-2004,3.0,10.0,0.0,3842,27.4,19.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
8500, 36 months,D4,Diesel  and  Equipment Specialists,6 years,RENT,28700.0,Not Verified,Mar-2008,debt_consolidation,Debt Consolidation Loan Request,199xx,DE,17.56,0.0,Dec-2002,1.0,7.0,0.0,17488,90.6,10.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
16000, 36 months,C5,progressive insurance,< 1 year,MORTGAGE,74000.0,Not Verified,Nov-2008,debt_consolidation,Need load to consolidate credit card deb,442xx,OH,6.11,0.0,Mar-2002,5.0,8.0,0.0,16917,71.1,14.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
3250, 36 months,G2,grand ledge public schools,10+ years,MORTGAGE,44000.0,Not Verified,Mar-2008,medical,personal loan,488xx,MI,26.84,1.0,Sep-1963,4.0,7.0,0.0,31416,97.6,31.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
18500, 36 months,E5,USPS,10+ years,MORTGAGE,70346.0,Not Verified,Feb-2008,credit_card,Credit Card Consolidation,750xx,TX,28.78,0.0,Jun-1987,1.0,17.0,0.0,69744,76.1,31.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
13000, 36 months,E4,General Motors,7 years,RENT,78000.0,Not Verified,Feb-2008,debt_consolidation,Credit Card Consolidation,480xx,MI,29.28,0.0,Dec-1998,3.0,6.0,0.0,61057,80.7,17.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
750, 36 months,C5,Whole Foods Market,< 1 year,RENT,19000.0,Not Verified,Feb-2008,credit_card,Paying down credit card debt,802xx,CO,24.0,0.0,Sep-2000,0.0,8.0,0.0,12220,84.9,8.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
7000, 36 months,A3,E² Inc.,2 years,RENT,44500.0,Not Verified,May-2008,car,Town and Country Minivan,229xx,VA,7.77,0.0,Oct-1997,1.0,10.0,0.0,6301,22.7,21.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
6400, 36 months,E2,self employed,6 years,MORTGAGE,90000.0,Not Verified,Apr-2008,debt_consolidation,Working Capital,770xx,TX,9.37,0.0,Jun-2000,1.0,11.0,0.0,20827,74.4,13.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
8000, 36 months,D4,ASU University,< 1 year,RENT,52000.0,Not Verified,Feb-2008,credit_card,Refinancing credit card,853xx,AZ,27.05,0.0,Sep-2000,2.0,15.0,0.0,11023,59.9,29.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
6000, 36 months,B4,"US Bank, N.A.",5 years,RENT,43000.0,Not Verified,Feb-2008,house,Trying to Avoid Paying PMI on New Home,232xx,VA,17.47,0.0,May-1998,0.0,14.0,0.0,12758,40.4,33.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
15000, 36 months,C5,pace mechanica services,7 years,MORTGAGE,100000.0,Not Verified,Jan-2008,debt_consolidation,Credit Card Consolidation,480xx,MI,15.82,2.0,Dec-1982,1.0,12.0,0.0,49459,88.8,45.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
10000, 36 months,A3,Harlem Consolidated School Distric,10+ years,MORTGAGE,66000.0,Not Verified,Nov-2008,debt_consolidation,November 2008,610xx,IL,20.25,0.0,May-1986,3.0,19.0,0.0,9632,6.8,50.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
6600, 36 months,D3,Rural Metro,10+ years,MORTGAGE,32400.0,Not Verified,Apr-2008,debt_consolidation,Debt Consolidation,853xx,AZ,22.0,0.0,Dec-2001,3.0,7.0,0.0,6521,67.7,13.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
