Feature 1,Feature 2,Correlation,Abs_Correlation,label_abs_corr_feat1,label_abs_corr_feat2,Feature 1 Missing,Feature 2 Missing,Feature which goes
M7,M9,0.9143839988045351,0.9143839988045351,0.06865954014067031,0.05862094354308402,58.63531682866528,58.633115453652586,M7
M8,M9,0.9073713396526285,0.9073713396526285,0.061832250150350765,0.05862094354308402,58.633115453652586,58.633115453652586,M8
V4,V5,0.9151637593210419,0.9151637593210419,0.012610689217183823,0.036903972554250514,47.29349409015477,47.29349409015477,V4
V10,V11,0.9686698705849376,0.9686698705849376,0.07465802934887152,0.07194973041245215,47.29349409015477,47.29349409015477,V10
V10,V90,0.9077575512084181,0.9077575512084181,0.07465802934887152,0.11016802850924827,47.29349409015477,15.098723202492634,V10
V12,V13,0.9258475710897718,0.9258475710897718,0.0524060091750912,0.04570627083804548,12.881938564703491,12.881938564703491,V12
V15,V16,0.9867266097734431,0.9867266097734431,0.1779630498131708,0.17431823036772803,12.881938564703491,12.881938564703491,V15
V15,V31,0.915194190184035,0.915194190184035,0.1779630498131708,0.1631664822385625,12.881938564703491,12.881938564703491,V15
V15,V33,0.9587728085081085,0.9587728085081085,0.1779630498131708,0.18348618906163106,12.881938564703491,12.881938564703491,V15
V15,V34,0.9220024519658967,0.9220024519658967,0.1779630498131708,0.18030059415433494,12.881938564703491,12.881938564703491,V15
V15,V50,0.946629970864816,0.946629970864816,0.1779630498131708,0.17995328566602795,12.881938564703491,28.612625732380533,V50
V15,V51,0.9231247038410504,0.9231247038410504,0.1779630498131708,0.22319110216658028,12.881938564703491,28.612625732380533,V51
V15,V57,0.9589670418434714,0.9589670418434714,0.1779630498131708,0.16888690850681953,12.881938564703491,13.055169844549056,V57
V15,V58,0.9262256204186914,0.9262256204186914,0.1779630498131708,0.17306531089992858,12.881938564703491,13.055169844549056,V58
V15,V71,0.9144739413918962,0.9144739413918962,0.1779630498131708,0.15684043831029348,12.881938564703491,13.055169844549056,V71
V15,V73,0.9132925752705975,0.9132925752705975,0.1779630498131708,0.17387006465052374,12.881938564703491,13.055169844549056,V73
V15,V79,0.9284384294133072,0.9284384294133072,0.1779630498131708,0.19414094448022906,12.881938564703491,15.098723202492634,V79
V15,V92,0.9122475162427884,0.9122475162427884,0.1779630498131708,0.18051313293680654,12.881938564703491,15.098723202492634,V92
V15,V94,0.9535817063751755,0.9535817063751755,0.1779630498131708,0.1884070949774233,12.881938564703491,15.098723202492634,V94
V16,V31,0.9032049573383137,0.9032049573383137,0.17431823036772803,0.1631664822385625,12.881938564703491,12.881938564703491,V16
V16,V32,0.9123322771939809,0.9123322771939809,0.17431823036772803,0.16019713121106818,12.881938564703491,12.881938564703491,V16
V16,V33,0.9436356741689208,0.9436356741689208,0.17431823036772803,0.18348618906163106,12.881938564703491,12.881938564703491,V16
V16,V34,0.931086465680308,0.931086465680308,0.17431823036772803,0.18030059415433494,12.881938564703491,12.881938564703491,V16
V16,V50,0.9256183981196147,0.9256183981196147,0.17431823036772803,0.17995328566602795,12.881938564703491,28.612625732380533,V50
V16,V51,0.902729512933401,0.902729512933401,0.17431823036772803,0.22319110216658028,12.881938564703491,28.612625732380533,V51
V16,V57,0.9388813743698241,0.9388813743698241,0.17431823036772803,0.16888690850681953,12.881938564703491,13.055169844549056,V57
V16,V58,0.9069512151681967,0.9069512151681967,0.17431823036772803,0.17306531089992858,12.881938564703491,13.055169844549056,V58
V16,V79,0.9091130275028132,0.9091130275028132,0.17431823036772803,0.19414094448022906,12.881938564703491,15.098723202492634,V79
V16,V94,0.9330004821482475,0.9330004821482475,0.17431823036772803,0.1884070949774233,12.881938564703491,15.098723202492634,V94
V17,V18,0.9914739414399573,0.9914739414399573,0.18267262266154075,0.18254989816551212,12.881938564703491,12.881938564703491,V17
V17,V21,0.9518087273268867,0.9518087273268867,0.18267262266154075,0.16598476139524868,12.881938564703491,12.881938564703491,V17
V17,V22,0.917938264864706,0.917938264864706,0.18267262266154075,0.15881448337431328,12.881938564703491,12.881938564703491,V17
V17,V63,0.9061800461099503,0.9061800461099503,0.18267262266154075,0.15335271668670167,12.881938564703491,13.055169844549056,V63
V17,V80,0.9034657938378258,0.9034657938378258,0.18267262266154075,0.18029947217066442,12.881938564703491,15.098723202492634,V80
V17,V84,0.9091632218094664,0.9091632218094664,0.18267262266154075,0.16911015898484263,12.881938564703491,15.098723202492634,V84
V17,id_35,-0.9232619706940949,0.9232619706940949,0.18267262266154075,0.16423560147873795,12.881938564703491,76.12608798726589,id_35
V17,id_36,-0.934796349448655,0.934796349448655,0.18267262266154075,0.13823420095349676,12.881938564703491,76.12608798726589,id_36
V17,id_37,-0.9097302582479708,0.9097302582479708,0.18267262266154075,0.1199391782341922,12.881938564703491,76.12608798726589,id_37
V17,id_38,-0.9046161649709851,0.9046161649709851,0.18267262266154075,0.14512405669763342,12.881938564703491,76.12608798726589,id_38
V18,V21,0.9447544792274911,0.9447544792274911,0.18254989816551212,0.16598476139524868,12.881938564703491,12.881938564703491,V18
V18,V22,0.9279132974783508,0.9279132974783508,0.18254989816551212,0.15881448337431328,12.881938564703491,12.881938564703491,V18
V18,id_35,-0.9117790067062786,0.9117790067062786,0.18254989816551212,0.16423560147873795,12.881938564703491,76.12608798726589,id_35
V18,id_36,-0.9248442194661356,0.9248442194661356,0.18254989816551212,0.13823420095349676,12.881938564703491,76.12608798726589,id_36
V18,id_37,-0.9002210340241293,0.9002210340241293,0.18254989816551212,0.1199391782341922,12.881938564703491,76.12608798726589,id_37
V19,V20,0.9053337523572358,0.9053337523572358,0.03090362473299872,0.04034101110148294,12.881938564703491,12.881938564703491,V19
V21,V22,0.9646272955007049,0.9646272955007049,0.16598476139524868,0.15881448337431328,12.881938564703491,12.881938564703491,V21
V21,V31,0.9129603079223333,0.9129603079223333,0.16598476139524868,0.1631664822385625,12.881938564703491,12.881938564703491,V21
V21,V42,0.9440269542540056,0.9440269542540056,0.16598476139524868,0.18942828273161452,12.881938564703491,28.612625732380533,V42
V21,V43,0.9026358671576278,0.9026358671576278,0.16598476139524868,0.19827388575876356,12.881938564703491,28.612625732380533,V43
V21,V50,0.9193338203459135,0.9193338203459135,0.16598476139524868,0.17995328566602795,12.881938564703491,28.612625732380533,V50
V21,V59,0.9058852882027763,0.9058852882027763,0.16598476139524868,0.1510615234115286,12.881938564703491,13.055169844549056,V59
V21,V63,0.9469288101975758,0.9469288101975758,0.16598476139524868,0.15335271668670167,12.881938564703491,13.055169844549056,V63
V21,V84,0.9550478620505238,0.9550478620505238,0.16598476139524868,0.16911015898484263,12.881938564703491,15.098723202492634,V84
V21,V92,0.9012968805984576,0.9012968805984576,0.16598476139524868,0.18051313293680654,12.881938564703491,15.098723202492634,V92
V21,id_12,-0.937888744671557,0.937888744671557,0.16598476139524868,0.11979397642972534,12.881938564703491,75.5760829071697,id_12
V21,id_15,-0.930508219221051,0.930508219221051,0.16598476139524868,0.14372529194412403,12.881938564703491,76.12608798726589,id_15
V21,id_28,-0.9226694338860248,0.9226694338860248,0.16598476139524868,0.1506396382964956,12.881938564703491,76.12727334304196,id_28
V21,id_29,-0.9222273157418853,0.9222273157418853,0.16598476139524868,0.15193990232808655,12.881938564703491,76.12727334304196,id_29
V21,id_31,-0.9061815919318994,0.9061815919318994,0.16598476139524868,0.1389359515639009,12.881938564703491,76.24513157449114,id_31
V21,id_35,-0.9580143347814999,0.9580143347814999,0.16598476139524868,0.16423560147873795,12.881938564703491,76.12608798726589,id_35
V21,id_36,-0.972093468855687,0.972093468855687,0.16598476139524868,0.13823420095349676,12.881938564703491,76.12608798726589,id_36
V21,id_37,-0.9249054214379763,0.9249054214379763,0.16598476139524868,0.1199391782341922,12.881938564703491,76.12608798726589,id_37
V21,id_38,-0.9399213879503854,0.9399213879503854,0.16598476139524868,0.14512405669763342,12.881938564703491,76.12608798726589,id_38
V21,DeviceType,-0.9239024760854065,0.9239024760854065,0.16598476139524868,0.1126977354925945,12.881938564703491,76.15572188166763,DeviceType
V22,V42,0.9343887612115672,0.9343887612115672,0.15881448337431328,0.18942828273161452,12.881938564703491,28.612625732380533,V42
V22,V50,0.910965588684975,0.910965588684975,0.15881448337431328,0.17995328566602795,12.881938564703491,28.612625732380533,V50
V22,V63,0.9209128213581481,0.9209128213581481,0.15881448337431328,0.15335271668670167,12.881938564703491,13.055169844549056,V63
V22,V64,0.9022939408003262,0.9022939408003262,0.15881448337431328,0.1503707302678547,12.881938564703491,13.055169844549056,V64
V22,V84,0.9169489658333732,0.9169489658333732,0.15881448337431328,0.16911015898484263,12.881938564703491,15.098723202492634,V84
V22,id_12,-0.9136316837283307,0.9136316837283307,0.15881448337431328,0.11979397642972534,12.881938564703491,75.5760829071697,id_12
V22,id_35,-0.9147416867367183,0.9147416867367183,0.15881448337431328,0.16423560147873795,12.881938564703491,76.12608798726589,id_35
V22,id_36,-0.9350378087705296,0.9350378087705296,0.15881448337431328,0.13823420095349676,12.881938564703491,76.12608798726589,id_36
V27,V28,0.9730494092646937,0.9730494092646937,0.004979400635690785,0.004894602580518797,12.881938564703491,12.881938564703491,V27
V27,V89,0.9353318798712147,0.9353318798712147,0.004979400635690785,0.00518774184771808,12.881938564703491,15.098723202492634,V89
V28,V68,0.9146023133907628,0.9146023133907628,0.004894602580518797,0.004048085843797579,12.881938564703491,13.055169844549056,V68
V28,V89,0.9680864632844214,0.9680864632844214,0.004894602580518797,0.00518774184771808,12.881938564703491,15.098723202492634,V89
V29,V30,0.9579519306809768,0.9579519306809768,0.10785177266357993,0.10308792418958738,12.881938564703491,12.881938564703491,V29
V29,V48,0.9150666646272203,0.9150666646272203,0.10785177266357993,0.11578587857757623,12.881938564703491,28.612625732380533,V48
V29,V69,0.9146089916951402,0.9146089916951402,0.10785177266357993,0.10452063087878109,12.881938564703491,13.055169844549056,V69
V29,V90,0.9321917973263372,0.9321917973263372,0.10785177266357993,0.11016802850924827,12.881938564703491,15.098723202492634,V90
V30,V90,0.9017834914967051,0.9017834914967051,0.10308792418958738,0.11016802850924827,12.881938564703491,15.098723202492634,V90
V30,V91,0.9162189801880637,0.9162189801880637,0.10308792418958738,0.10545301705360913,12.881938564703491,15.098723202492634,V91
V31,V32,0.9862010299188071,0.9862010299188071,0.1631664822385625,0.16019713121106818,12.881938564703491,12.881938564703491,V31
V31,V50,0.9814565102259213,0.9814565102259213,0.1631664822385625,0.17995328566602795,12.881938564703491,28.612625732380533,V50
V31,V57,0.9106064947317599,0.9106064947317599,0.1631664822385625,0.16888690850681953,12.881938564703491,13.055169844549056,V57
V31,V71,0.9587319745518716,0.9587319745518716,0.1631664822385625,0.15684043831029348,12.881938564703491,13.055169844549056,V71
V31,V72,0.9280263948193955,0.9280263948193955,0.1631664822385625,0.16095093557360612,12.881938564703491,13.055169844549056,V72
V31,V92,0.9659364955648154,0.9659364955648154,0.1631664822385625,0.18051313293680654,12.881938564703491,15.098723202492634,V92
V31,V93,0.9281706244674285,0.9281706244674285,0.1631664822385625,0.18098315664199877,12.881938564703491,15.098723202492634,V93
V32,V50,0.9610041236000604,0.9610041236000604,0.16019713121106818,0.17995328566602795,12.881938564703491,28.612625732380533,V50
V32,V71,0.9387173166811292,0.9387173166811292,0.16019713121106818,0.15684043831029348,12.881938564703491,13.055169844549056,V71
V32,V72,0.9098891637904303,0.9098891637904303,0.16019713121106818,0.16095093557360612,12.881938564703491,13.055169844549056,V72
V32,V92,0.9458991656387935,0.9458991656387935,0.16019713121106818,0.18051313293680654,12.881938564703491,15.098723202492634,V92
V32,V93,0.9113361606901815,0.9113361606901815,0.16019713121106818,0.18098315664199877,12.881938564703491,15.098723202492634,V93
V33,V34,0.9592427673780389,0.9592427673780389,0.18348618906163106,0.18030059415433494,12.881938564703491,12.881938564703491,V33
V33,V50,0.9167248588387971,0.9167248588387971,0.18348618906163106,0.17995328566602795,12.881938564703491,28.612625732380533,V50
V33,V51,0.9404965384073368,0.9404965384073368,0.18348618906163106,0.22319110216658028,12.881938564703491,28.612625732380533,V51
V33,V57,0.9243369684539868,0.9243369684539868,0.18348618906163106,0.16888690850681953,12.881938564703491,13.055169844549056,V57
V33,V73,0.9356247105301182,0.9356247105301182,0.18348618906163106,0.17387006465052374,12.881938564703491,13.055169844549056,V73
V33,V74,0.9003927361037583,0.9003927361037583,0.18348618906163106,0.18591509316375396,12.881938564703491,13.055169844549056,V74
V33,V94,0.9757959401644503,0.9757959401644503,0.18348618906163106,0.1884070949774233,12.881938564703491,15.098723202492634,V94
V34,V51,0.9047818154674249,0.9047818154674249,0.18030059415433494,0.22319110216658028,12.881938564703491,28.612625732380533,V51
V34,V94,0.933830993131915,0.933830993131915,0.18030059415433494,0.1884070949774233,12.881938564703491,15.098723202492634,V94
V35,V36,0.9315764946494934,0.9315764946494934,0.07711565286472842,0.069874753181737,28.612625732380533,28.612625732380533,V35
V39,V40,0.9438882808527358,0.9438882808527358,0.203096529078432,0.2124418297830187,28.612625732380533,28.612625732380533,V39
V39,V80,0.9024003553042123,0.9024003553042123,0.203096529078432,0.18029947217066442,28.612625732380533,15.098723202492634,V39
V41,V88,0.9425859519282106,0.9425859519282106,0.004154144923512212,0.0005535873250186596,28.612625732380533,15.098723202492634,V41
V42,V43,0.9520015326756373,0.9520015326756373,0.18942828273161452,0.19827388575876356,28.612625732380533,28.612625732380533,V42
V42,V59,0.9000298052636296,0.9000298052636296,0.18942828273161452,0.1510615234115286,28.612625732380533,13.055169844549056,V42
V42,V63,0.9533511479841845,0.9533511479841845,0.18942828273161452,0.15335271668670167,28.612625732380533,13.055169844549056,V42
V42,V64,0.9122300986608352,0.9122300986608352,0.18942828273161452,0.1503707302678547,28.612625732380533,13.055169844549056,V42
V42,V84,0.9575883522371468,0.9575883522371468,0.18942828273161452,0.16911015898484263,28.612625732380533,15.098723202492634,V42
V42,V85,0.9034363225747912,0.9034363225747912,0.18942828273161452,0.16883986941250217,28.612625732380533,15.098723202492634,V42
V42,id_12,-0.9242895286278182,0.9242895286278182,0.18942828273161452,0.11979397642972534,28.612625732380533,75.5760829071697,id_12
V42,id_35,-0.9338894057943419,0.9338894057943419,0.18942828273161452,0.16423560147873795,28.612625732380533,76.12608798726589,id_35
V42,id_36,-0.9388980006363035,0.9388980006363035,0.18942828273161452,0.13823420095349676,28.612625732380533,76.12608798726589,id_36
V42,id_38,-0.9071370423457634,0.9071370423457634,0.18942828273161452,0.14512405669763342,28.612625732380533,76.12608798726589,id_38
V43,V63,0.9102194725360647,0.9102194725360647,0.19827388575876356,0.15335271668670167,28.612625732380533,13.055169844549056,V43
V43,V64,0.9203884306853242,0.9203884306853242,0.19827388575876356,0.1503707302678547,28.612625732380533,13.055169844549056,V43
V43,V84,0.9150547106577843,0.9150547106577843,0.19827388575876356,0.16911015898484263,28.612625732380533,15.098723202492634,V43
V43,V85,0.9154518214940833,0.9154518214940833,0.19827388575876356,0.16883986941250217,28.612625732380533,15.098723202492634,V43
V44,V45,0.9051006839772934,0.9051006839772934,0.26037616734620606,0.28183194637642134,28.612625732380533,28.612625732380533,V44
V48,V49,0.9677437626272701,0.9677437626272701,0.11578587857757623,0.11092009108453482,28.612625732380533,28.612625732380533,V48
V48,V69,0.912197947040744,0.912197947040744,0.11578587857757623,0.10452063087878109,28.612625732380533,13.055169844549056,V48
V48,V90,0.944900913941141,0.944900913941141,0.11578587857757623,0.11016802850924827,28.612625732380533,15.098723202492634,V48
V48,V91,0.9096077059578535,0.9096077059578535,0.11578587857757623,0.10545301705360913,28.612625732380533,15.098723202492634,V48
V49,V90,0.9177563593457574,0.9177563593457574,0.11092009108453482,0.11016802850924827,28.612625732380533,15.098723202492634,V49
V49,V91,0.9257456272882665,0.9257456272882665,0.11092009108453482,0.10545301705360913,28.612625732380533,15.098723202492634,V49
V50,V57,0.9389892392761332,0.9389892392761332,0.17995328566602795,0.16888690850681953,28.612625732380533,13.055169844549056,V50
V50,V58,0.9060217196830761,0.9060217196830761,0.17995328566602795,0.17306531089992858,28.612625732380533,13.055169844549056,V50
V50,V71,0.9643550509743105,0.9643550509743105,0.17995328566602795,0.15684043831029348,28.612625732380533,13.055169844549056,V50
V50,V72,0.9315726047383173,0.9315726047383173,0.17995328566602795,0.16095093557360612,28.612625732380533,13.055169844549056,V50
V50,V92,0.9707600631719128,0.9707600631719128,0.17995328566602795,0.18051313293680654,28.612625732380533,15.098723202492634,V50
V50,V93,0.9338519754639392,0.9338519754639392,0.17995328566602795,0.18098315664199877,28.612625732380533,15.098723202492634,V50
V50,V94,0.9175436025472458,0.9175436025472458,0.17995328566602795,0.1884070949774233,28.612625732380533,15.098723202492634,V50
V50,id_12,-0.9215208940927242,0.9215208940927242,0.17995328566602795,0.11979397642972534,28.612625732380533,75.5760829071697,id_12
V50,id_35,-0.9139607991192457,0.9139607991192457,0.17995328566602795,0.16423560147873795,28.612625732380533,76.12608798726589,id_35
V50,id_36,-0.9177833967212342,0.9177833967212342,0.17995328566602795,0.13823420095349676,28.612625732380533,76.12608798726589,id_36
V51,V52,0.952022121056571,0.952022121056571,0.22319110216658028,0.23946916785411795,28.612625732380533,28.612625732380533,V51
V51,V57,0.9113626004950585,0.9113626004950585,0.22319110216658028,0.16888690850681953,28.612625732380533,13.055169844549056,V51
V51,V73,0.9358770367482555,0.9358770367482555,0.22319110216658028,0.17387006465052374,28.612625732380533,13.055169844549056,V51
V51,V74,0.9057648820638512,0.9057648820638512,0.22319110216658028,0.18591509316375396,28.612625732380533,13.055169844549056,V51
V51,V94,0.9509894010269881,0.9509894010269881,0.22319110216658028,0.1884070949774233,28.612625732380533,15.098723202492634,V51
V52,V94,0.9051861961400439,0.9051861961400439,0.23946916785411795,0.1884070949774233,28.612625732380533,15.098723202492634,V52
V53,V54,0.9204363484321927,0.9204363484321927,0.04739953943952092,0.037025247940656876,13.055169844549056,13.055169844549056,V53
V57,V58,0.962970881881211,0.962970881881211,0.16888690850681953,0.17306531089992858,13.055169844549056,13.055169844549056,V57
V57,V71,0.943166287437739,0.943166287437739,0.16888690850681953,0.15684043831029348,13.055169844549056,13.055169844549056,V57
V57,V72,0.9079981411788787,0.9079981411788787,0.16888690850681953,0.16095093557360612,13.055169844549056,13.055169844549056,V57
V57,V73,0.9408981224447839,0.9408981224447839,0.16888690850681953,0.17387006465052374,13.055169844549056,13.055169844549056,V57
V57,V74,0.900184095343545,0.900184095343545,0.16888690850681953,0.18591509316375396,13.055169844549056,13.055169844549056,V57
V57,V79,0.9263809185065616,0.9263809185065616,0.16888690850681953,0.19414094448022906,13.055169844549056,15.098723202492634,V79
V57,V92,0.9187406509158264,0.9187406509158264,0.16888690850681953,0.18051313293680654,13.055169844549056,15.098723202492634,V92
V57,V94,0.936172763824725,0.936172763824725,0.16888690850681953,0.1884070949774233,13.055169844549056,15.098723202492634,V94
V58,V71,0.9080843252359534,0.9080843252359534,0.17306531089992858,0.15684043831029348,13.055169844549056,13.055169844549056,V58
V58,V72,0.9437134783755903,0.9437134783755903,0.17306531089992858,0.16095093557360612,13.055169844549056,13.055169844549056,V58
V58,V73,0.9062589060883791,0.9062589060883791,0.17306531089992858,0.17387006465052374,13.055169844549056,13.055169844549056,V58
V58,V79,0.9479323430320181,0.9479323430320181,0.17306531089992858,0.19414094448022906,13.055169844549056,15.098723202492634,V79
V58,V93,0.9039008821536452,0.9039008821536452,0.17306531089992858,0.18098315664199877,13.055169844549056,15.098723202492634,V93
V58,V94,0.9043577231581523,0.9043577231581523,0.17306531089992858,0.1884070949774233,13.055169844549056,15.098723202492634,V94
V59,V60,0.9532044377343678,0.9532044377343678,0.1510615234115286,0.15095177763742001,13.055169844549056,13.055169844549056,V59
V59,V63,0.9349895132211312,0.9349895132211312,0.1510615234115286,0.15335271668670167,13.055169844549056,13.055169844549056,V59
V59,V80,0.9016173817531745,0.9016173817531745,0.1510615234115286,0.18029947217066442,13.055169844549056,15.098723202492634,V80
